Year,Player,Pos,Tm,G,PER, Salary ,MP,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,Archetype
2003,Shawn Marion,SF,PHO,81,21.3,2265375,41.6,1.7,6.4,3.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2,Superstar
2003,Ryan Humphrey,PF,TOT,48,4.1,1063680,9.3,0,0.7,0.5,2.1,0.2,0.2,0.4,0.5,1.6,1.9,Ignorance
2003,Greg Foster,C,TOR,29,4.7,401951,18.6,0,1.6,0.9,3.5,0.4,0,0.3,1,2.8,4.2,Post Scorer
2003,Lorenzen Wright,C,MEM,70,14.4,6050000,28.3,0,4.6,2.1,7.5,1.1,0.7,0.8,1.6,3,11.4,Rim Protector
2003,Carlos Arroyo,PG,UTA,44,14.1,546000,6.5,0.1,1.1,0.4,0.6,1.2,0.3,0,0.7,0.6,2.8,Ignorance
2003,Mark Bryant,PF,TOT,16,0.4,1030000,6.3,0,0.3,0.2,1.3,0.3,0.1,0.1,0.4,1.1,0.8,Ignorance
2003,Chris Childs,PG,NJN,12,6.2,1750000,8.8,0.1,0.4,0.2,0.4,1.3,0.7,0.1,0.5,1.4,1.3,Ignorance
2003,Vladimir Stepania,C,MIA,79,13.6,1350000,20.2,0,2.3,0.9,7,0.3,0.6,0.5,0.9,2.1,5.6,Post Scorer
2003,Michael Bradley,PF,TOR,67,12.8,1207800,19.6,0,2.2,0.5,6.1,1,0.2,0.5,1.1,1.9,5,Post Scorer
2003,Chris Mills,PF,GSW,21,12.7,6000000,12.5,0.3,1.5,0.8,2.4,1,0.3,0.1,0.5,1.4,4.8,Ignorance
2003,Ronald Murray,SG,TOT,14,6.6,349458,4.4,0,0.8,0.4,0.3,0.4,0.3,0,0.6,0,1.9,Ignorance
2003,Rafer Alston,PG,TOR,47,14.4,37344,20.9,1.1,1.9,0.8,2.3,4.1,0.8,0.3,1.8,2.6,7.8,Playmaker
2003,Todd MacCulloch,C,PHI,42,14.9,,19.3,0,2.9,1.3,4.7,0.5,0.5,0.8,0.8,2.5,7.1,Rim Protector
2003,Jerome Moiso,C,NOH,51,14.5,1681200,12.6,0,1.7,0.5,3.5,0.4,0.4,0.9,0.9,1.7,4,Post Scorer
2003,David Robinson,C,SAS,64,17.8,10500000,26.2,0,3.1,2.4,7.9,1,0.8,1.7,1.3,2,8.5,Rim Protector
2003,Reggie Slater,PF,MIN,26,19.2,321926,5.4,0,1,1,1.2,0.2,0.2,0,0.3,1.2,3.1,Ignorance
2003,Brian Scalabrine,PF,NJN,59,8.9,512435,12.3,0.2,0.9,0.5,2.4,0.8,0.3,0.3,0.8,1.3,3.1,Ignorance
2003,Dan Dickau,PG,ATL,50,9.9,776880,10.3,0.4,1,0.4,0.9,1.7,0.3,0,1.1,1.3,3.7,Ignorance
2003,Antonio Daniels,SG,POR,67,13.3,3375000,13,0.3,1,1,1.1,1.3,0.5,0.1,0.5,0.6,3.7,Ignorance
2003,Bo Outlaw,C,PHO,80,12.2,6585000,22.5,0,1.9,0.9,4.6,1.4,0.6,0.9,1,2.4,4.7,Rim Protector
2003,Loren Woods,C,MIN,38,9.9,662435,9.3,0,0.7,0.6,2.5,0.5,0.3,0.3,0.6,1,2.1,Ignorance
2003,Michael Stewart,PF,CLE,47,5.9,4160000,5.3,0,0.3,0.2,1.2,0.1,0,0.3,0.2,0.9,0.8,Ignorance
2003,Adam Harrington,SG,TOT,19,7.4,140636,5.8,0.3,0.3,0.2,0.4,0.6,0.1,0.1,0.1,0.4,1.6,Ignorance
2003,Anfernee Hardaway,SG,PHO,58,13,12375000,30.6,0.4,4,1.3,4.4,4.1,1.1,0.4,2.5,2.6,10.6,Playmaker
2003,Jason Williams,PG,MEM,76,17.1,5500000,31.7,1.9,2.5,1.4,2.8,8.3,1.2,0.1,2.2,1.7,12.1,All Star Playmaker
2003,Charles Smith,SG,POR,3,5.9,637435,4.3,0,0.3,1,0,0.3,0.3,0,0.3,1,1.7,Ignorance
2003,Pepe Sanchez,PG,DET,9,11,587435,4.1,0,0,0,0.7,0.9,0.6,0,0.2,0.3,0,Ignorance
2003,Mamadou N'Diaye,C,TOR,22,13.5,,16.5,0,2,1.5,3.7,0.3,0.4,1.5,1,2.6,5.5,Rim Protector
2003,Cuttino Mobley,SG,HOU,73,14.7,,41.7,1.5,4.8,3.3,4.2,2.8,1.3,0.5,2.3,2.5,17.5,All Star Sharpshooter
2003,Bimbo Coles,PG,TOT,35,6.7,2400000,19.7,0.2,1.4,1,1.7,2.1,0.5,0.1,0.8,1.7,4.4,Sharpshooter
2003,Chris Crawford,PF,ATL,5,28.8,2750000,7.6,0.2,1.4,1.4,1.4,0.2,0.4,0.6,0.4,1.4,4.8,Ignorance
2003,Jacque Vaughn,PG,ORL,80,10.5,699935,21.1,0.1,2.2,1.2,1.5,2.9,0.8,0,1.2,2.1,5.9,Playmaker
2003,Corey Benjamin,SG,ATL,9,7.3,,16.9,0.2,1.2,1.3,3.4,1.1,0.1,0.2,0.7,2.2,4.4,Post Scorer
2003,Qyntel Woods,PF,POR,53,11.2,980280,6.3,0.1,1.1,0.1,1,0.2,0.3,0,0.4,0.7,2.4,Ignorance
2003,Alan Henderson,C,ATL,82,12.1,7091250,18.2,0,1.9,1.1,4.9,0.5,0.4,0.4,0.7,2,4.8,Post Scorer
2003,Courtney Alexander,PG,NOH,66,9.3,1517280,20.6,0.3,2.6,1.8,1.8,1.2,0.5,0.1,1,1.9,7.9,Sharpshooter
2003,Primoz Brezec,C,IND,22,10.9,805320,5,0,0.7,0.5,1,0.2,0.1,0.2,0.3,0.7,1.9,Ignorance
2003,Kenyon Martin,PF,NJN,77,16.9,4067160,34.1,0.1,6.5,3.3,8.3,2.4,1.3,0.9,2.5,3.8,16.7,All Star Post Scorer
2003,Matt Harpring,SF,UTA,78,19.3,4000000,32.8,0.8,5.8,3.4,6.6,1.7,0.9,0.2,2.1,2.8,17.6,All Star Post Scorer
2003,Rodney Rogers,PF,NJN,68,11.7,2796000,19.2,0.6,2,1,3.9,1.6,0.7,0.5,1.3,2.8,7,Post Scorer
2003,Latrell Sprewell,SF,NYK,74,14.3,12375000,38.6,1.8,4.3,2.3,3.9,4.5,1.4,0.3,2.3,1.8,16.4,All Star Sharpshooter
2003,Bruce Bowen,SF,SAS,82,9.1,3550000,31.3,1.2,1.5,0.4,2.9,1.4,0.8,0.5,0.9,2.4,7.1,Sharpshooter
2003,Richard Hamilton,SG,DET,82,18.7,2681783,32.2,0.4,6.6,5.4,3.9,2.5,0.8,0.2,2.4,3,19.7,All Star Post Scorer
2003,Michael Doleac,C,NYK,75,8.9,1400000,13.9,0,1.9,0.5,2.9,0.6,0.2,0.2,0.7,2,4.4,Post Scorer
2003,Zeljko Rebraca,C,DET,30,14,3850000,16.3,0,2.7,1.3,3.1,0.3,0.2,0.6,1,2.6,6.6,Post Scorer
2003,Jay Williams,PG,CHI,75,12.2,3451920,26.1,0.9,2.8,1.4,2.6,4.7,1.1,0.2,2.3,2.4,9.5,Playmaker
2003,Brevin Knight,PG,MEM,55,11.2,5000000,16.9,0,1.7,0.4,1.5,4.2,1.3,0,1.7,2.2,3.9,Playmaker
2003,Ken Johnson,C,MIA,16,6.1,349458,9.8,0,0.9,0.1,2,0,0.1,0.8,0.4,1.3,2,Ignorance
2003,Shammond Williams,PG,TOT,78,12.4,2000000,24.1,1.2,1.7,1,2.2,3.4,1,0.1,1.5,1.8,8,Sharpshooter
2003,Brad Miller,C,IND,73,19.3,4800000,31.1,0.1,4.4,4,8.3,2.6,0.9,0.6,1.6,2.8,13.1,All Star Post Scorer
2003,Lee Nailon,SF,NYK,38,14.3,587435,10.7,0,2.2,1.1,1.8,0.7,0.2,0.1,0.8,1.2,5.5,Ignorance
2003,Grant Long,PF,BOS,41,5.3,,11.9,0,0.7,0.4,2,0.6,0.2,0,0.5,1.5,1.8,Ignorance
2003,Chris Whitney,PG,TOT,51,9.2,3000000,20.6,1,1.5,1.1,1.3,2.8,0.6,0,1.4,1.8,7,Sharpshooter
2003,Andrei Kirilenko,SF,UTA,80,21.1,893400,27.7,0.5,3.5,3.7,5.3,1.7,1.5,2.2,1.7,2.3,12,All Star Big Man
2003,LaPhonso Ellis,PF,MIA,55,11,3100000,14.3,0.5,1.3,0.9,2.9,0.3,0.3,0.3,0.6,1.6,5,Post Scorer
2003,Jason Caffey,PF,MIL,51,10.5,5250000,17.5,0,2.2,1.4,3.5,0.7,0.4,0.3,1.1,2.4,5.8,Post Scorer
2003,Brian Grant,C,MIA,82,15.6,11027862,32.2,0,4.2,1.9,10.2,1.3,0.8,0.6,1.6,3.7,10.3,Rim Protector
2003,Hubert Davis,SG,DET,43,8.8,2687500,7.6,0.3,0.4,0.1,0.8,0.7,0.1,0,0.3,0.5,1.8,Ignorance
2003,Amal McCaskill,C,ATL,11,7.3,699935,6.4,0,0.4,0.3,2,0.5,0.3,0.1,0.2,1.2,1,Ignorance
2003,Steven Hunter,C,ORL,33,13.4,1338240,13.5,0,1.7,0.5,2.8,0.2,0.3,1.1,0.5,1.7,3.9,Post Scorer
2003,Andre Miller,PG,LAC,80,15.2,2460709,36.4,0.3,4.4,3.9,4,6.7,1.2,0.1,2.6,2.5,13.6,All Star Playmaker
2003,Mike Batiste,PF,MEM,75,12.2,349458,16.6,0.2,2.4,0.9,3.4,0.7,0.6,0.2,0.9,1.6,6.4,Post Scorer
2003,Jerome James,C,SEA,51,13.1,4546000,15,0,2.2,1.1,4.2,0.5,0.2,1.6,1.5,3.3,5.4,Rim Protector
2003,Scott Padgett,PF,UTA,82,12.4,612435,16.1,0.5,1.5,1,3.3,1,0.5,0.3,0.9,1.8,5.7,Post Scorer
2003,Jake Voskuhl,C,PHO,65,11.8,587435,14.6,0,1.4,1,3.5,0.6,0.3,0.4,0.7,2.6,3.8,Post Scorer
2003,Kerry Kittles,SG,NJN,65,18.3,8966667,30,1.2,3.9,1.6,3.9,2.6,1.6,0.5,0.8,1.7,13,All Star Sharpshooter
2003,Greg Buckner,SG,PHI,75,11.6,,20.2,0.2,2.3,0.9,2.9,1.3,1,0.2,0.8,2.7,6,Post Scorer
2003,Maurice Taylor,PF,HOU,67,11.5,,20.6,0,3.4,1.5,3.6,1,0.3,0.3,1.5,2.3,8.4,Post Scorer
2003,Eric Snow,PG,PHI,82,15.6,,37.9,0.1,4.3,4,3.7,6.6,1.6,0.1,2.4,2.9,12.9,All Star Playmaker
2003,Peja Stojakovic,SF,SAC,72,19.6,5625000,34,2.2,4.8,3.2,5.5,2,1,0.1,1.4,2,19.2,All Star Sharpshooter
2003,Walt Williams,SF,DAL,66,11.7,1030000,17.6,1,1.1,0.5,3.1,0.9,0.6,0.4,0.5,2.1,5.5,Sharpshooter
2003,Jalen Rose,SF,CHI,82,14.9,12072500,40.9,1.6,6.2,4.9,4.3,4.8,0.9,0.3,3.5,3.3,22.1,Superstar
2003,Jermaine O'Neal,PF,IND,77,21.4,,37.2,0.1,7.8,4.8,10.3,2,0.9,2.3,2.3,3.6,20.8,All Star Big Man
2003,Dirk Nowitzki,PF,DAL,80,25.6,10067750,39,1.9,6.8,6,9.9,3,1.4,1,1.9,2.6,25.1,Superstar
2003,Howard Eisley,PG,NYK,82,14.1,5312500,27.4,1.6,1.6,1.1,2.3,5.4,0.9,0.1,1.8,2.7,9.1,All Star Sharpshooter
2003,Drew Gooden,SF,TOT,70,15,2794920,26.8,0.2,4.9,2.2,6.5,1.2,0.8,0.5,2.1,2.5,12.5,All Star Post Scorer
2003,Malik Allen,PF,MIA,80,9.9,512435,29,0,4.2,1.2,5.3,0.7,0.5,1,1.6,2.9,9.6,Rim Protector
2003,Dikembe Mutombo,C,NJN,24,11.2,16105264,21.4,0,2,1.7,6.4,0.8,0.2,1.5,1.4,2.3,5.8,Rim Protector
2003,Jumaine Jones,SF,CLE,80,12.3,1419026,27.6,1.4,2.5,0.7,5.1,1.4,0.8,0.3,1.3,2.2,9.8,All Star Sharpshooter
2003,Paul Pierce,SG,BOS,79,22.7,10067750,39.2,1.5,6.9,7.6,7.3,4.4,1.8,0.8,3.6,2.9,25.9,Superstar
2003,George Lynch,SG,NOH,81,12.9,2600000,18.5,0.3,1.5,0.5,4.4,1.3,0.8,0.2,0.6,1.7,4.5,Post Scorer
2003,Nene Hilario,C,DEN,80,15.4,,28.2,0,4,2.5,6.1,1.9,1.6,0.8,2.3,3.7,10.5,All Star Post Scorer
2003,Vince Carter,SG,TOR,43,21.9,10067750,34.2,1,7.2,3,4.4,3.3,1.1,1,1.7,2.8,20.6,All Star Post Scorer
2003,Lawrence Funderburke,PF,SAC,27,11.8,3300000,8.5,0,1.2,0.4,2,0.3,0,0.4,0.2,0.9,2.7,Ignorance
2003,Etan Thomas,PF,WAS,38,15.8,1597200,13.5,0,1.6,1.6,4.3,0.1,0.2,0.6,0.9,1.7,4.8,Post Scorer
2003,Brent Barry,SG,SEA,75,15.8,5040000,33.1,1.6,1.9,1.7,4,5.1,1.5,0.2,1.9,2.7,10.3,All Star Sharpshooter
2003,Tito Maddox,SG,HOU,9,11.2,,3.9,0,0.3,0.6,0.8,0.6,0.3,0.1,0.3,0.4,1.2,Ignorance
2003,Randy Brown,PG,PHO,32,7.2,2700000,8.2,0,0.5,0.3,0.8,1.1,0.5,0.1,0.5,1.1,1.3,Ignorance
2003,Mark Madsen,PF,LAL,54,9.3,813000,14.5,0,1.3,0.7,2.9,0.7,0.3,0.4,0.5,2.1,3.2,Post Scorer
2003,Arvydas Sabonis,C,POR,78,20.5,6850000,15.5,0,2.2,1.7,4.3,1.8,0.8,0.6,1,1.8,6.1,Post Scorer
2003,Scottie Pippen,SF,POR,64,15.3,19727524,29.9,0.6,3.5,1.9,4.3,4.5,1.6,0.4,2.6,2.3,10.8,All Star Playmaker
2003,Guy Rucker,PF,GSW,3,7.8,34946,1.3,0,0,0,0.3,0.3,0,0,0,0.3,0,Ignorance
2003,Monty Williams,SF,PHI,21,12.5,,13.1,0,1.6,1.1,2.1,1.2,0.6,0.2,0.8,1.6,4.4,Post Scorer
2003,Michael Dickerson,SG,MEM,6,10,5500000,14.5,0.7,1,0.8,1,1.3,0.8,0.2,1,2.7,4.8,Sharpshooter
2003,Jeff McInnis,PG,POR,75,10,3000000,17.5,0.1,2.4,0.7,1.3,2.3,0.3,0,1,1.6,5.8,Sharpshooter
2003,Mike Wilks,PG,TOT,46,9.3,55402,15,0.2,0.9,0.8,1.5,2,0.6,0.1,0.6,1.5,3.2,Sharpshooter
2003,Reggie Evans,PF,SEA,67,10.4,349458,20.4,0,1,1.2,6.6,0.5,0.6,0.2,0.8,2.6,3.2,Post Scorer
2003,Kobe Bryant,SG,LAL,82,26.2,12375000,41.5,1.5,9.1,7.3,6.9,5.9,2.2,0.8,3.5,2.7,30,Superstar
2003,Larry Hughes,PG,WAS,67,15.5,4546000,31.9,0.4,4.7,2,4.6,3.1,1.3,0.4,2,2.2,12.8,Playmaker
2003,DeSagana Diop,PF,CLE,80,6.7,1980600,11.8,0,0.7,0.1,2.7,0.5,0.4,1,0.7,1.9,1.5,Post Scorer
2003,Jamal Crawford,PG,CHI,80,15.4,2026680,24.9,1.1,3.1,1.3,2.3,4.2,1,0.3,1.7,1.6,10.7,Playmaker
2003,Doug Christie,SG,SAC,80,15,6250000,33.9,0.9,2.4,1.8,4.3,4.7,2.3,0.5,1.8,2.3,9.4,All Star Playmaker
2003,Avery Johnson,PG,DAL,48,12.2,4991800,9,0,1.3,0.6,0.6,1.3,0.3,0,0.6,0.5,3.3,Ignorance
2003,Brandon Armstrong,SG,NJN,17,3.9,930720,4.1,0.1,0.5,0.3,0.2,0.1,0.2,0.1,0.3,0.5,1.4,Ignorance
2003,Vin Baker,C,BOS,52,10.6,12375000,18.1,0,1.9,1.4,3.8,0.6,0.4,0.6,1.2,2.8,5.2,Post Scorer
2003,Marc Jackson,C,MIN,77,13.4,3575000,13.5,0,2,1.5,2.9,0.5,0.3,0.4,0.8,1.8,5.5,Post Scorer
2003,Morris Peterson,SF,TOR,82,12.6,1033320,36,1.4,3.7,2.4,4.4,2.3,1.1,0.4,1.6,2.8,14.1,All Star Sharpshooter
2003,Kevin Ollie,PG,TOT,82,13.7,1000000,23.1,0,2.4,1.6,2.2,3.5,0.8,0.1,0.9,1.5,6.5,Playmaker
2003,Glen Rice,SF,HOU,62,11.9,,24.7,1.6,1.5,1,2.5,1,0.4,0.1,0.9,1.6,9,Sharpshooter
2003,Jason Collins,C,NJN,81,9.9,1147440,23.5,0,1.7,2.2,4.5,1.1,0.6,0.5,1,3.1,5.7,Rim Protector
2003,Zydrunas Ilgauskas,C,CLE,81,19.4,12375000,30,0,6.1,4.9,7.5,1.6,0.7,1.9,2.6,3.4,17.2,All Star Big Man
2003,Cherokee Parks,PF,LAC,30,13.3,824935,21.6,0,2.7,0.8,4.4,0.7,0.5,0.7,0.6,1.7,6.3,Post Scorer
2003,Shawn Kemp,C,ORL,79,11.7,12621028,20.7,0,2.7,1.5,5.7,0.7,0.8,0.4,1.3,3,6.8,Rim Protector
2003,Tariq Abdul-Wahad,SG,DAL,14,12.4,5625000,14.6,0,1.9,0.2,2.9,1.5,0.4,0.2,0.5,1.9,4.1,Post Scorer
2003,Mark Strickland,SF,DAL,4,16.3,60361,3.3,0,0.5,0,1.8,0,0,0,0.3,0.3,1,Ignorance
2003,Tremaine Fowlkes,SF,LAC,37,12.4,512435,15.5,0.1,1.5,1.4,2.8,0.6,0.7,0.1,0.5,1.7,4.4,Post Scorer
2003,Chris Andersen,C,DEN,59,14,512435,15.4,0,1.9,1.3,4.6,0.5,0.5,1,1,1.5,5.2,Post Scorer
2003,Mike Miller,SF,TOT,65,14.7,2668080,33.6,1.7,4.1,2.4,5.2,2.6,0.6,0.3,1.9,2.7,15.6,All Star Sharpshooter
2003,Vitaly Potapenko,C,SEA,26,8.2,5238750,15.5,0,1.6,0.8,3.4,0.2,0.3,0.3,1,1.8,4,Post Scorer
2003,Joe Johnson,SG,PHO,82,11.6,1729560,27.5,0.9,2.9,1.2,3.2,2.6,0.8,0.2,1.3,1.7,9.8,Playmaker
2003,Rick Brunson,PG,CHI,17,13.4,699935,11.5,0.2,1.1,0.6,1.1,2.1,0.6,0.2,1,1.2,3.5,Ignorance
2003,Derrick Coleman,C,PHI,64,15.4,,27.2,0.3,3.1,2.1,7,1.4,0.8,1.1,1.5,2.7,9.4,Rim Protector
2003,Mikki Moore,C,TOT,8,17.9,2412500,5.4,0,0.6,1,1,0.4,0,0.5,0.3,0.9,2.3,Ignorance
2003,Caron Butler,SF,MIA,78,15.1,1678800,36.6,0.4,5.1,4,5.1,2.7,1.8,0.4,2.5,2.9,15.4,All Star Post Scorer
2003,Baron Davis,PG,NOH,50,16.9,3942922,37.8,2,4.7,1.9,3.7,6.4,1.8,0.4,2.8,3,17.1,All Star Playmaker
2003,Othella Harrington,PF,NYK,74,12.3,2700000,25,0,3,1.7,6.4,0.8,0.2,0.3,1.2,3.1,7.7,Rim Protector
2003,Antawn Jamison,SF,GSW,82,19,10067750,39.3,0.8,7.6,4.6,7,1.9,0.9,0.5,2.2,2.4,22.2,All Star Post Scorer
2003,Trenton Hassell,SG,CHI,82,6,512435,24.4,0.2,1.6,0.5,3.1,1.8,0.5,0.7,1,2.4,4.2,Post Scorer
2003,Zendon Hamilton,C,TOR,3,17.7,,4,0,0.7,0.7,1.3,0,0.3,0,0.3,0.7,2,Ignorance
2003,Corey Maggette,SG,LAC,64,17.4,2069764,31.3,1,4.4,5.1,5,1.9,0.9,0.3,2.3,3,16.8,All Star Post Scorer
2003,Clifford Robinson,PF,DET,81,12.4,8421875,34.9,1.1,3.5,2,3.9,3.3,1.1,1.1,2,3.2,12.2,All Star Sharpshooter
2003,Desmond Mason,SF,TOT,80,15.2,1235880,34.5,0.3,5.5,2.7,6.5,2,0.8,0.4,1.4,2.6,14.3,All Star Post Scorer
2003,Manu Ginobili,SG,SAS,69,14.7,1325000,20.7,0.7,1.8,1.8,2.3,2,1.4,0.2,1.4,2.5,7.6,Playmaker
2003,Grant Hill,SF,ORL,29,20.8,12072500,29.1,0,5.2,4.1,7.1,4.2,1,0.4,2.9,1.6,14.5,All Star Post Scorer
2003,Jahidi White,C,WAS,16,14.8,4903750,14.4,0,1.6,1.1,4.6,0.1,0.1,0.8,0.6,2.1,4.2,Post Scorer
2003,Steve Kerr,PG,SAS,75,11.4,2625000,12.7,0.7,0.8,0.4,0.8,0.9,0.4,0,0.5,0.7,4,Ignorance
2003,Kurt Thomas,C,NYK,81,16.7,4903750,31.8,0,6.1,1.7,7.9,2,1,1.2,1.7,4.2,14,All Star Post Scorer
2003,Nikoloz Tskitishvili,SF,DEN,81,4.9,2530920,16.3,0.5,1,0.6,2.2,1.1,0.4,0.4,1,1.7,3.9,Post Scorer
2003,Mehmet Okur,PF,DET,72,14.8,1000000,19,0.5,2,1.3,4.7,1,0.3,0.5,0.9,2.3,6.9,Post Scorer
2003,Allen Iverson,SG,PHI,82,21.2,,42.5,1,8.8,7,4.2,5.5,2.7,0.2,3.5,1.8,27.6,Superstar
2003,Dan Langhi,SF,PHO,60,9.4,587435,9,0.2,1.2,0.2,1.5,0.4,0.3,0.1,0.3,1,3.1,Ignorance
2003,Sean Marks,PF,MIA,23,3.8,612435,9.7,0,1,0.4,1.5,0.1,0.2,0.3,0.6,1.6,2.3,Ignorance
2003,Jon Barry,SG,DET,80,17.9,3175000,18.4,1.1,1.3,1.1,2.3,2.6,0.8,0.2,1,1.3,6.9,Sharpshooter
2003,Eddy Curry,C,CHI,81,17.5,2879280,19.4,0,4.1,2.2,4.4,0.5,0.2,0.8,1.7,2.8,10.5,Rim Protector
2003,Alvin Williams,PG,TOR,78,16.7,5350000,33.8,0.6,4.5,2.4,3.1,5.3,1.4,0.3,1.6,2.2,13.2,All Star Playmaker
2003,Steve Smith,SG,SAS,53,12,9900000,19.5,0.7,1.4,1.8,1.9,1.3,0.5,0.2,0.8,1.5,6.8,Sharpshooter
2003,Milt Palacio,PG,CLE,80,8.2,750000,24.7,0.1,1.9,0.8,2.9,3.2,0.9,0.2,1.6,2.1,5,Playmaker
2003,Kareem Rush,PG,LAL,76,5.8,1021080,11.5,0.3,1,0.2,1.2,0.9,0.1,0.1,0.8,0.9,3,Ignorance
2003,Junior Harrington,PG,DEN,82,6.4,349458,24.4,0.1,2,0.9,3,3.4,1,0.2,1.9,3,5.1,Playmaker
2003,Gilbert Arenas,PG,GSW,82,18.6,512435,35,1.3,4.9,4.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3,All Star Playmaker
2003,Bryce Drew,PG,NOH,13,9.4,1300000,6.1,0.2,0.4,0,1,0.8,0.2,0,0.2,0.2,1.5,Ignorance
2004,Kerry Kittles,SG,NJN,82,14.7,9266666,34.7,1.2,4.1,1.3,4,2.5,1.5,0.5,1.2,1.8,13.1,All Star Sharpshooter
2004,Gilbert Arenas,PG,WAS,55,16,8536000,37.6,2.3,4.2,4.3,4.6,5,1.9,0.2,4.1,3.2,19.6,Superstar
2004,Rasho Nesterovic,C,SAS,82,15.3,5600000,28.7,0,4,0.7,7.7,1.4,0.6,2,1.3,3,8.7,Rim Protector
2004,Dwyane Wade,PG,MIA,61,17.6,2636400,34.9,0.3,5.8,3.8,4,4.5,1.4,0.6,3.2,2.3,16.2,All Star Playmaker
2004,Marcus Fizer,SF,CHI,46,13.4,3726994,16,0,2.9,2,4.4,0.9,0.3,0.2,1.1,2.1,7.8,Post Scorer
2004,Nikoloz Tskitishvili,PF,DEN,39,7.1,2720760,7.9,0.1,0.9,0.6,1.6,0.3,0.2,0.2,0.4,1.3,2.7,Ignorance
2004,Omar Cook,PG,POR,17,4.7,,8.2,0,0.4,0,0.4,1.4,0.6,0,0.6,0.8,0.8,Ignorance
2004,Stephon Marbury,PG,TOT,81,20.4,13500000,40.2,1.1,6.3,4.4,3.2,8.9,1.6,0.1,3.1,2.1,20.2,All Star Playmaker
2004,Manu Ginobili,SG,SAS,77,18.5,1457500,29.4,1.1,3.1,3.1,4.5,3.8,1.8,0.2,2.1,2.4,12.8,All Star Sharpshooter
2004,Dana Barros,SG,BOS,1,17.8,,11,0,2,2,0,0,0,0,0,2,6,Ignorance
2004,Alton Ford,PF,HOU,9,12.4,586082,4.6,0,0.7,0.3,1.2,0.3,0,0.1,0.3,1,1.7,Ignorance
2004,Ron Mercer,SG,SAS,39,9.3,6750000,13.2,0.1,2.3,0.3,1.3,0.6,0.4,0.1,0.7,0.9,5,Ignorance
2004,Mike Sweetney,PF,NYK,42,17.2,1840800,11.8,0,1.6,1,3.7,0.3,0.4,0.3,0.8,1.4,4.3,Post Scorer
2004,Andrei Kirilenko,PF,UTA,78,22.6,955800,37.1,0.9,4.4,5,8.1,3.1,1.9,2.8,2.8,2.2,16.5,All Star Big Man
2004,Etan Thomas,C,WAS,79,16.4,2200942,24.1,0,3.3,2.4,6.7,0.9,0.5,1.6,1.4,2.8,8.9,Rim Protector
2004,Ndudi Ebi,SF,MIN,17,9.3,838560,1.9,0,0.4,0.1,0.2,0.2,0,0.2,0.2,0.4,0.8,Ignorance
2004,Glen Rice,SF,LAC,18,7.3,6815000,14.6,0.3,0.9,0.9,2.3,1.3,0.3,0,0.7,1.2,3.7,Ignorance
2004,Michael Ruffin,PF,UTA,41,7,663679,17.9,0,0.9,0.4,5,1,0.5,0.5,1,2.5,2.2,Post Scorer
2004,Vin Baker,PF,TOT,54,14.8,13500000,24.3,0,3.8,2.1,5.2,1.2,0.5,0.6,1.4,3,9.8,Rim Protector
2004,Troy Hudson,PG,MIN,29,12.5,2100000,17.3,1.1,1.7,0.9,1.2,2.4,0.2,0,1.2,1.1,7.5,Sharpshooter
2004,Antonio Davis,C,TOT,80,11.8,12925000,32.1,0,3.3,2.2,8.4,1.7,0.5,0.8,1.4,2.6,8.9,Rim Protector
2004,David West,PF,NOH,71,15.9,1160160,13.1,0,1.5,0.8,4.2,0.8,0.4,0.4,0.7,1.6,3.8,Post Scorer
2004,Kobe Bryant,SG,LAL,65,23.7,13500000,37.6,1.1,6.8,7,5.5,5.1,1.7,0.4,2.6,2.7,24,Superstar
2004,Steve Blake,PG,WAS,75,10.9,366931,18.6,1,1.1,0.7,1.6,2.8,0.8,0.1,1.7,1.3,5.9,Sharpshooter
2004,Vlade Divac,C,SAC,81,16.3,12051510,28.6,0,3.9,2.1,5.7,5.3,0.7,1,2.1,2.7,9.9,Rim Protector
2004,Karl Malone*,PF,LAL,42,17.8,1500000,32.7,0,4.6,4,8.7,3.9,1.2,0.5,2.5,2.8,13.2,All Star Post Scorer
2004,Reece Gaines,PG,ORL,38,6.1,1353120,9.6,0.1,0.6,0.4,1,1.1,0.3,0.1,0.5,0.6,1.8,Ignorance
2004,Steven Hunter,C,ORL,59,11.2,1431600,13.4,0,1.4,0.4,2.9,0.2,0.1,1.2,0.5,1.7,3.2,Post Scorer
2004,Allen Iverson,SG,PHI,48,19.3,,42.5,1.2,7.9,7.1,3.7,6.8,2.4,0.1,4.4,1.8,26.4,Superstar
2004,Bostjan Nachbar,SF,HOU,45,8.3,1396440,11.5,0.5,0.5,0.5,1.6,0.7,0.3,0.3,0.5,1.6,3.1,Ignorance
2004,Bryon Russell,SF,LAL,72,11.6,1070000,13.1,0.6,0.8,0.7,2,1,0.4,0.2,0.5,1.5,4,Sharpshooter
2004,Jerome Williams,PF,TOT,68,14.7,5987500,24.1,0,2.3,1.6,7,1.1,1.3,0.1,1.1,2,6.2,Playmaker
2004,Jake Tsakalidis,C,MEM,40,12.5,1580702,13.3,0,1.7,0.9,3.2,0.5,0.2,0.6,0.6,2,4.3,Post Scorer
